Macrotrends Data Download

US Dollar Swiss Franc Exchange Rate (USD CHF) - Historical Chart

"DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED ""AS IS"" AND SOLELY"
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net""."
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page."


date, value
2017-12-28,0.9786
2017-12-29,0.9743
2018-01-01,0.9750
2018-01-02,0.9717
2018-01-03,0.9771
2018-01-04,0.9742
2018-01-05,0.9747
2018-01-08,0.9772
2018-01-09,0.9830
2018-01-10,0.9782
2018-01-11,0.9758
2018-01-12,0.9673
2018-01-15,0.9631
2018-01-16,0.9595
2018-01-17,0.9659
2018-01-18,0.9589
2018-01-19,0.9628
2018-01-22,0.9618
2018-01-23,0.9577
2018-01-24,0.9453
2018-01-25,0.9407
2018-01-26,0.9324
2018-01-29,0.9375
2018-01-30,0.9348
2018-01-31,0.9313
2018-02-01,0.9265
2018-02-02,0.9314
2018-02-05,0.9317
2018-02-06,0.9359
2018-02-07,0.9439
2018-02-08,0.9362
2018-02-09,0.9386
2018-02-12,0.9393
2018-02-13,0.9349
2018-02-14,0.9294
2018-02-15,0.9220
2018-02-16,0.9270
2018-02-19,0.9295
2018-02-20,0.9361
2018-02-21,0.9390
2018-02-22,0.9329
2018-02-23,0.9360
2018-02-24,0.9362
2018-02-25,0.9371
2018-02-26,0.9386
2018-02-27,0.9392
2018-02-28,0.9445
2018-03-01,0.9416
2018-03-02,0.9371
2018-03-03,0.9376
2018-03-04,0.9371
2018-03-05,0.9398
2018-03-06,0.9383
2018-03-07,0.9434
2018-03-08,0.9514
2018-03-09,0.9510
2018-03-10,0.9506
2018-03-11,0.9509
2018-03-12,0.9473
2018-03-13,0.9436
2018-03-14,0.9444
2018-03-15,0.9514
2018-03-16,0.9516
2018-03-17,0.9516
2018-03-18,0.9528
2018-03-19,0.9510
2018-03-20,0.9560
2018-03-21,0.9486
2018-03-22,0.9465
2018-03-23,0.9469
2018-03-24,0.9469
2018-03-25,0.9471
2018-03-26,0.9450
2018-03-27,0.9463
2018-03-28,0.9566
2018-03-29,0.9562
2018-03-30,0.9532
2018-03-31,0.9532
2018-04-01,0.9546
2018-04-02,0.9551
2018-04-03,0.9584
2018-04-04,0.9602
2018-04-05,0.9621
2018-04-06,0.9587
2018-04-07,0.9587
2018-04-08,0.9593
2018-04-09,0.9561
2018-04-10,0.9564
2018-04-11,0.9574
2018-04-12,0.9623
2018-04-13,0.9618
2018-04-14,0.9618
2018-04-15,0.9631
2018-04-16,0.9595
2018-04-17,0.9666
2018-04-18,0.9686
2018-04-19,0.9716
2018-04-20,0.9745
2018-04-21,0.9745
2018-04-22,0.9760
2018-04-23,0.9780
2018-04-24,0.9788
2018-04-25,0.9826
2018-04-26,0.9890
2018-04-27,0.9873
2018-04-28,0.9873
2018-04-29,0.9882
2018-04-30,0.9908
2018-05-01,0.9966
2018-05-02,0.9992
2018-05-03,0.9973
2018-05-04,0.9994
2018-05-05,0.9994
2018-05-06,1.0003
2018-05-07,1.0017
2018-05-08,1.0012
2018-05-09,1.0055
2018-05-10,1.0031
2018-05-11,0.9997
2018-05-12,0.9997
2018-05-13,1.0000
2018-05-14,0.9998
2018-05-15,1.0014
2018-05-16,1.0006
2018-05-17,1.0017
2018-05-18,0.9972
2018-05-19,0.9972
2018-05-20,0.9979
2018-05-21,0.9968
2018-05-22,0.9920
2018-05-23,0.9943
2018-05-24,0.9915
2018-05-25,0.9896
2018-05-26,0.9896
2018-05-27,0.9921
2018-05-28,0.9935
2018-05-29,0.9907
2018-05-30,0.9886
2018-05-31,0.9849
2018-06-01,0.9880
2018-06-02,0.9880
2018-06-03,0.9887
2018-06-04,0.9882
2018-06-05,0.9843
2018-06-06,0.9860
2018-06-07,0.9808
2018-06-08,0.9846
2018-06-09,0.9846
2018-06-10,0.9848
2018-06-11,0.9864
2018-06-12,0.9870
2018-06-13,0.9847
2018-06-14,0.9969
2018-06-15,0.9974
2018-06-16,0.9974
2018-06-17,0.9977
2018-06-18,0.9942
2018-06-19,0.9941
2018-06-20,0.9961
2018-06-21,0.9916
2018-06-22,0.9876
2018-06-23,0.9876
2018-06-24,0.9879
2018-06-25,0.9870
2018-06-26,0.9910
2018-06-27,0.9968
2018-06-28,0.9976
2018-06-29,0.9903
2018-06-30,0.9903
2018-07-01,0.9903
2018-07-02,0.9933
2018-07-03,0.9921
2018-07-04,0.9924
2018-07-05,0.9932
2018-07-06,0.9893
2018-07-07,0.9893
2018-07-08,0.9893
2018-07-09,0.9914
2018-07-10,0.9926
2018-07-11,0.9955
2018-07-12,1.0028
2018-07-13,1.0014
2018-07-14,1.0013
2018-07-15,1.0022
2018-07-16,0.9969
2018-07-17,1.0003
2018-07-18,0.9988
2018-07-19,0.9987
2018-07-20,0.9919
2018-07-21,0.9919
2018-07-22,0.9919
2018-07-23,0.9932
2018-07-24,0.9935
2018-07-25,0.9910
2018-07-26,0.9940
2018-07-27,0.9940
2018-07-28,0.9940
2018-07-29,0.9940
2018-07-30,0.9882
2018-07-31,0.9905
2018-08-01,0.9917
2018-08-02,0.9955
2018-08-03,0.9942
2018-08-04,0.9942
2018-08-05,0.9945
2018-08-06,0.9964
2018-08-07,0.9952
2018-08-08,0.9932
2018-08-09,0.9940
2018-08-10,0.9955
2018-08-11,0.9955
2018-08-12,0.9946
2018-08-13,0.9934
2018-08-14,0.9942
2018-08-15,0.9935
2018-08-16,0.9974
2018-08-17,0.9956
2018-08-18,0.9956
2018-08-19,0.9952
2018-08-20,0.9905
2018-08-21,0.9844
2018-08-22,0.9833
2018-08-23,0.9863
2018-08-24,0.9833
2018-08-25,0.9833
2018-08-26,0.9823
2018-08-27,0.9795
2018-08-28,0.9767
2018-08-29,0.9705
2018-08-30,0.9688
2018-08-31,0.9690
2018-09-01,0.9690
2018-09-02,0.9695
2018-09-03,0.9693
2018-09-04,0.9739
2018-09-05,0.9712
2018-09-06,0.9655
2018-09-07,0.9692
2018-09-08,0.9692
2018-09-09,0.9688
2018-09-10,0.9749
2018-09-11,0.9731
2018-09-12,0.9702
2018-09-13,0.9653
2018-09-14,0.9675
2018-09-15,0.9675
2018-09-17,0.9625
2018-09-18,0.9639
2018-09-19,0.9676
2018-09-20,0.9589
2018-09-21,0.9589
2018-09-22,0.9589
2018-09-24,0.9648
2018-09-25,0.9655
2018-09-26,0.9649
2018-09-27,0.9767
2018-09-28,0.9820
2018-09-29,0.9820
2018-10-01,0.9838
2018-10-02,0.9839
2018-10-03,0.9911
2018-10-04,0.9917
2018-10-05,0.9919
2018-10-06,0.9919
2018-10-08,0.9923
2018-10-09,0.9915
2018-10-10,0.9892
2018-10-11,0.9897
2018-10-12,0.9919
2018-10-13,0.9919
2018-10-15,0.9869
2018-10-16,0.9905
2018-10-17,0.9953
2018-10-18,0.9958
2018-10-19,0.9960
2018-10-20,0.9960
2018-10-22,0.9961
2018-10-23,0.9949
2018-10-24,0.9969
2018-10-25,0.9997
2018-10-26,0.9970
2018-10-27,0.9970
2018-10-29,1.0019
2018-10-30,1.0052
2018-10-31,1.0082
2018-11-01,1.0023
2018-11-02,1.0019
2018-11-03,1.0019
2018-11-05,1.0040
2018-11-06,1.0028
2018-11-07,1.0020
2018-11-08,1.0059
2018-11-09,1.0055
2018-11-10,1.0055
2018-11-12,1.0106
2018-11-13,1.0070
2018-11-14,1.0064
2018-11-15,1.0067
2018-11-16,0.9999
2018-11-17,0.9999
2018-11-19,0.9937
2018-11-20,0.9952
2018-11-21,0.9945
2018-11-22,0.9941
2018-11-23,0.9972
2018-11-24,0.9972
2018-11-26,0.9982
2018-11-27,0.9986
2018-11-28,0.9936
2018-11-29,0.9961
2018-11-30,0.9984
2018-12-01,0.9984
2018-12-03,0.9981
2018-12-04,0.9975
2018-12-05,0.9975
2018-12-06,0.9930
2018-12-07,0.9905
2018-12-08,0.9905
2018-12-10,0.9901
2018-12-11,0.9933
2018-12-12,0.9928
2018-12-13,0.9941
2018-12-14,0.9981
2018-12-15,0.9981
2018-12-17,0.9931
2018-12-18,0.9923
2018-12-19,0.9944
2018-12-20,0.9870
2018-12-21,0.9951
2018-12-22,0.9934
2018-12-24,0.9864
2018-12-25,0.9876
2018-12-26,0.9955
2018-12-27,0.9882
2018-12-28,0.9843
2018-12-29,0.9843
2018-12-31,0.9838
2019-01-01,0.9815
2019-01-02,0.9887
2019-01-03,0.9870
2019-01-04,0.9865
2019-01-05,0.9865
2019-01-07,0.9797
2019-01-08,0.9816
2019-01-09,0.9742
2019-01-10,0.9841
2019-01-11,0.9841
2019-01-12,0.9841
2019-01-14,0.9810
2019-01-15,0.9879
2019-01-16,0.9901
2019-01-17,0.9934
2019-01-18,0.9958
2019-01-19,0.9958
2019-01-21,0.9974
2019-01-22,0.9973
2019-01-23,0.9948
2019-01-24,0.9964
2019-01-25,0.9930
2019-01-26,0.9930
2019-01-28,0.9917
2019-01-29,0.9947
2019-01-30,0.9940
2019-01-31,0.9944
2019-02-01,0.9957
2019-02-02,0.9957
2019-02-04,0.9977
2019-02-05,0.9999
2019-02-06,1.0022
2019-02-07,1.0023
2019-02-08,1.0003
2019-02-09,1.0003
2019-02-11,1.0041
2019-02-12,1.0062
2019-02-13,1.0094
2019-02-14,1.0050
2019-02-15,1.0053
2019-02-16,1.0053
2019-02-18,1.0046
2019-02-19,1.0012
2019-02-20,1.0001
2019-02-21,1.0009
2019-02-22,1.0005
2019-02-23,1.0005
2019-02-25,1.0005
2019-02-26,0.9997
2019-02-27,1.0009
2019-02-28,0.9980
2019-03-01,0.9989
2019-03-02,0.9989
2019-03-04,0.9990
2019-03-05,1.0042
2019-03-06,1.0048
2019-03-07,1.0111
2019-03-08,1.0080
2019-03-09,1.0080
2019-03-11,1.0099
2019-03-12,1.0073
2019-03-13,1.0031
2019-03-14,1.0035
2019-03-15,1.0016
2019-03-16,1.0016
2019-03-18,1.0014
2019-03-19,0.9988
2019-03-20,0.9912
2019-03-21,0.9917
2019-03-22,0.9932
2019-03-23,0.9932
2019-03-25,0.9921
2019-03-26,0.9938
2019-03-27,0.9946
2019-03-28,0.9949
2019-03-29,0.9948
2019-03-30,0.9948
2019-04-01,0.9992
2019-04-02,0.9981
2019-04-03,0.9975
2019-04-04,0.9999
2019-04-05,1.0001
2019-04-06,1.0001
2019-04-08,0.9990
2019-04-09,0.9997
2019-04-10,1.0023
2019-04-11,1.0026
2019-04-12,1.0021
2019-04-13,1.0021
2019-04-15,1.0039
2019-04-16,1.0078
2019-04-17,1.0107
2019-04-18,1.0151
2019-04-19,1.0146
2019-04-20,1.0146
2019-04-22,1.0154
2019-04-23,1.0202
2019-04-24,1.0201
2019-04-25,1.0200
2019-04-26,1.0199
2019-04-27,1.0199
2019-04-29,1.0193
2019-04-30,1.0192
2019-05-01,1.0171
2019-05-02,1.0193
2019-05-03,1.0169
2019-05-04,1.0169
2019-05-06,1.0174
2019-05-07,1.0195
2019-05-08,1.0204
2019-05-09,1.0151
2019-05-10,1.0117
2019-05-11,1.0117
2019-05-13,1.0051
2019-05-14,1.0085
2019-05-15,1.0083
2019-05-16,1.0101
2019-05-17,1.0109
2019-05-18,1.0109
2019-05-20,1.0083
2019-05-21,1.0110
2019-05-22,1.0091
2019-05-23,1.0031
2019-05-24,1.0018
2019-05-25,1.0018
2019-05-27,1.0038
2019-05-28,1.0072
2019-05-29,1.0081
2019-05-30,1.0077
2019-05-31,0.9998
2019-06-01,0.9998
2019-06-03,0.9922
2019-06-04,0.9924
2019-06-05,0.9940
2019-06-06,0.9912
2019-06-07,0.9875
2019-06-08,0.9875
2019-06-10,0.9896
2019-06-11,0.9924
2019-06-12,0.9952
2019-06-13,0.9937
2019-06-14,0.9993
2019-06-15,0.9993
2019-06-17,0.9987
2019-06-18,1.0004
2019-06-19,0.9928
2019-06-20,0.9813
2019-06-21,0.9751
2019-06-22,0.9751
2019-06-24,0.9720
2019-06-25,0.9750
2019-06-26,0.9777
2019-06-27,0.9769
2019-06-28,0.9765
2019-06-29,0.9765
2019-07-02,0.9854
2019-07-03,0.9861
2019-07-04,0.9845
2019-07-05,0.9919
2019-07-06,0.9919
2019-07-08,0.9939
2019-07-09,0.9936
2019-07-10,0.9883
2019-07-11,0.9899
2019-07-12,0.9841
2019-07-13,0.9841
2019-07-15,0.9842
2019-07-16,0.9881
2019-07-17,0.9870
2019-07-18,0.9834
2019-07-19,0.9818
2019-07-20,0.9818
2019-07-22,0.9824
2019-07-23,0.9852
2019-07-24,0.9846
2019-07-25,0.9906
2019-07-26,0.9936
2019-07-27,0.9936
2019-07-29,0.9916
2019-07-30,0.9901
2019-07-31,0.9933
2019-08-01,0.9906
2019-08-02,0.9822
2019-08-03,0.9822
2019-08-05,0.9720
2019-08-06,0.9755
2019-08-07,0.9748
2019-08-08,0.9739
2019-08-09,0.9718
2019-08-10,0.9718
2019-08-12,0.9690
2019-08-13,0.9759
2019-08-14,0.9732
2019-08-15,0.9768
2019-08-16,0.9784
2019-08-17,0.9784
2019-08-19,0.9814
2019-08-20,0.9780
2019-08-21,0.9820
2019-08-22,0.9836
2019-08-23,0.9745
2019-08-24,0.9745
2019-08-26,0.9793
2019-08-27,0.9814
2019-08-28,0.9812
2019-08-29,0.9866
2019-08-30,0.9901
2019-08-31,0.9901
2019-09-02,0.9907
2019-09-03,0.9871
2019-09-04,0.9808
2019-09-05,0.9859
2019-09-06,0.9875
2019-09-07,0.9875
2019-09-09,0.9920
2019-09-10,0.9915
2019-09-11,0.9931
2019-09-12,0.9906
2019-09-13,0.9904
2019-09-14,0.9904
2019-09-16,0.9929
2019-09-17,0.9927
2019-09-18,0.9968
2019-09-19,0.9928
2019-09-20,0.9909
2019-09-21,0.9909
2019-09-23,0.9895
2019-09-24,0.9856
2019-09-25,0.9914
2019-09-26,0.9936
2019-09-27,0.9909
2019-09-28,0.9909
2019-09-30,0.9976
2019-10-01,0.9932
2019-10-02,0.9970
2019-10-03,0.9984
2019-10-04,0.9954
2019-10-05,0.9954
2019-10-07,0.9945
2019-10-08,0.9926
2019-10-09,0.9923
2019-10-10,0.9964
2019-10-11,0.9967
2019-10-12,0.9967
2019-10-14,0.9972
2019-10-15,0.9988
2019-10-16,0.9943
2019-10-17,0.9876
2019-10-18,0.9837
2019-10-19,0.9837
2019-10-21,0.9860
2019-10-22,0.9893
2019-10-23,0.9905
2019-10-24,0.9923
2019-10-25,0.9945
2019-10-26,0.9945
2019-10-28,0.9948
2019-10-29,0.9943
2019-10-30,0.9892
2019-10-31,0.9867
2019-11-01,0.9866
2019-11-02,0.9866
2019-11-04,0.9880
2019-11-05,0.9927
2019-11-06,0.9925
2019-11-07,0.9950
2019-11-08,0.9974
2019-11-09,0.9974
2019-11-11,0.9935
2019-11-12,0.9928
2019-11-13,0.9898
2019-11-14,0.9881
2019-11-15,0.9899
2019-11-16,0.9899
2019-11-18,0.9893
2019-11-19,0.9909
2019-11-20,0.9906
2019-11-21,0.9930
2019-11-22,0.9973
2019-11-23,0.9973
2019-11-25,0.9966
2019-11-26,0.9977
2019-11-27,0.9989
2019-11-28,0.9985
2019-11-29,1.0003
2019-11-30,1.0003
2019-12-02,0.9915
2019-12-03,0.9866
2019-12-04,0.9890
2019-12-05,0.9873
2019-12-06,0.9911
2019-12-07,0.9911
2019-12-09,0.9878
2019-12-10,0.9844
2019-12-11,0.9826
2019-12-12,0.9845
2019-12-13,0.9841
2019-12-14,0.9841
2019-12-16,0.9832
2019-12-17,0.9801
2019-12-18,0.9804
2019-12-19,0.9783
2019-12-20,0.9828
2019-12-21,0.9828
2019-12-23,0.9818
2019-12-24,0.9808
2019-12-25,0.9799
2019-12-26,0.9812
2019-12-27,0.9751
2019-12-28,0.9751
2019-12-30,0.9687
2019-12-31,0.9674
2020-01-01,0.9681
2020-01-02,0.9716
2020-01-03,0.9725
2020-01-04,0.9723
2020-01-06,0.9683
2020-01-07,0.9709
2020-01-08,0.9736
2020-01-09,0.9730
2020-01-10,0.9728
2020-01-11,0.9728
2020-01-13,0.9707
2020-01-14,0.9676
2020-01-15,0.9640
2020-01-16,0.9649
2020-01-17,0.9680
2020-01-18,0.9674
2020-01-20,0.9681
2020-01-21,0.9685
2020-01-22,0.9680
2020-01-23,0.9693
2020-01-24,0.9714
2020-01-25,0.9714
2020-01-27,0.9695
2020-01-28,0.9730
2020-01-29,0.9735
2020-01-30,0.9698
2020-01-31,0.9633
2020-02-01,0.9635
2020-02-03,0.9661
2020-02-04,0.9695
2020-02-05,0.9737
2020-02-06,0.9747
2020-02-07,0.9777
2020-02-08,0.9777
2020-02-10,0.9773
2020-02-11,0.9756
2020-02-12,0.9782
2020-02-13,0.9790
2020-02-14,0.9821
2020-02-15,0.9822
2020-02-17,0.9807
2020-02-18,0.9828
2020-02-19,0.9836
2020-02-20,0.9842
2020-02-21,0.9782
2020-02-22,0.9782
2020-02-24,0.9791
2020-02-25,0.9762
2020-02-26,0.9768
2020-02-27,0.9684
2020-02-28,0.9649
2020-02-29,0.9646
2020-03-02,0.9587
2020-03-03,0.9562
2020-03-04,0.9568
2020-03-05,0.9454
2020-03-06,0.9370
2020-03-07,0.9367
2020-03-09,0.9256
2020-03-10,0.9374
2020-03-11,0.9395
2020-03-12,0.9451
2020-03-13,0.9513
2020-03-14,0.9513
2020-03-16,0.9471
2020-03-17,0.9598
2020-03-18,0.9673
2020-03-19,0.9881
2020-03-20,0.9863
2020-03-21,0.9863
2020-03-23,0.9837
2020-03-24,0.9808
2020-03-25,0.9771
2020-03-26,0.9619
2020-03-27,0.9516
2020-03-28,0.9513
2020-03-30,0.9587
2020-03-31,0.9616
2020-04-01,0.9661
2020-04-02,0.9745
2020-04-03,0.9772
2020-04-04,0.9772
2020-04-06,0.9787
2020-04-07,0.9694
2020-04-08,0.9724
2020-04-09,0.9667
2020-04-10,0.9649
2020-04-11,0.9656
2020-04-13,0.9672
2020-04-14,0.9601
2020-04-15,0.9652
2020-04-16,0.9694
2020-04-17,0.9664
2020-04-18,0.9664
2020-04-20,0.9680
2020-04-21,0.9702
2020-04-22,0.9717
2020-04-23,0.9760
2020-04-24,0.9738
2020-04-25,0.9738
2020-04-27,0.9757
2020-04-28,0.9745
2020-04-29,0.9742
2020-04-30,0.9662
2020-05-01,0.9616
2020-05-02,0.9615
2020-05-04,0.9654
2020-05-05,0.9726
2020-05-06,0.9748
2020-05-07,0.9730
2020-05-08,0.9710
2020-05-09,0.9710
2020-05-11,0.9728
2020-05-12,0.9694
2020-05-13,0.9723
2020-05-14,0.9734
2020-05-15,0.9718
2020-05-16,0.9718
2020-05-18,0.9715
2020-05-19,0.9715
2020-05-20,0.9648
2020-05-21,0.9708
2020-05-22,0.9712
2020-05-23,0.9712
2020-05-25,0.9716
2020-05-26,0.9656
2020-05-27,0.9682
2020-05-28,0.9644
2020-05-29,0.9619
2020-05-30,0.9619
2020-06-01,0.9610
2020-06-02,0.9620
2020-06-03,0.9615
2020-06-04,0.9557
2020-06-05,0.9624
2020-06-06,0.9624
2020-06-08,0.9578
2020-06-09,0.9506
2020-06-10,0.9431
2020-06-11,0.9438
2020-06-12,0.9517
2020-06-13,0.9522
2020-06-15,0.9489
2020-06-16,0.9513
2020-06-17,0.9489
2020-06-18,0.9514
2020-06-19,0.9525
2020-06-20,0.9523
2020-06-22,0.9470
2020-06-23,0.9446
2020-06-24,0.9482
2020-06-25,0.9481
2020-06-26,0.9478
2020-06-27,0.9479
2020-06-29,0.9511
2020-06-30,0.9471
2020-07-01,0.9458
2020-07-02,0.9455
2020-07-03,0.9456
2020-07-04,0.9456
2020-07-06,0.9421
2020-07-07,0.9424
2020-07-08,0.9384
2020-07-09,0.9402
2020-07-10,0.9414
2020-07-11,0.9412
2020-07-13,0.9418
2020-07-14,0.9394
2020-07-15,0.9445
2020-07-16,0.9456
2020-07-17,0.9389
2020-07-18,0.9386
2020-07-20,0.9391
2020-07-21,0.9329
2020-07-22,0.9295
2020-07-23,0.9251
2020-07-24,0.9206
2020-07-25,0.9207
2020-07-27,0.9196
2020-07-28,0.9179
2020-07-29,0.9121
2020-07-30,0.9091
2020-07-31,0.9135
2020-08-01,0.9135
2020-08-03,0.9176
2020-08-04,0.9138
2020-08-05,0.9080
2020-08-06,0.9097
2020-08-07,0.9128
2020-08-08,0.9128
2020-08-10,0.9155
2020-08-11,0.9166
2020-08-12,0.9117
2020-08-13,0.9097
2020-08-14,0.9089
2020-08-15,0.9089
2020-08-17,0.9066
2020-08-18,0.9032
2020-08-19,0.9144
2020-08-20,0.9074
2020-08-21,0.9112
2020-08-22,0.9112
2020-08-24,0.9119
2020-08-25,0.9081
2020-08-26,0.9077
2020-08-27,0.9093
2020-08-28,0.9042
2020-08-29,0.9042
2020-08-31,0.9039
2020-09-01,0.9095
2020-09-02,0.9111
2020-09-03,0.9098
2020-09-04,0.9134
2020-09-05,0.9128
2020-09-07,0.9164
2020-09-08,0.9181
2020-09-09,0.9122
2020-09-10,0.9099
2020-09-11,0.9092
2020-09-12,0.9089
2020-09-14,0.9085
2020-09-15,0.9080
2020-09-16,0.9098
2020-09-17,0.9082
2020-09-18,0.9115
2020-09-19,0.9115
2020-09-21,0.9149
2020-09-22,0.9201
2020-09-23,0.9242
2020-09-24,0.9267
2020-09-25,0.9291
2020-09-26,0.9290
2020-09-28,0.9245
2020-09-29,0.9192
2020-09-30,0.9205
2020-10-01,0.9191
2020-10-02,0.9203
2020-10-03,0.9208
2020-10-05,0.9151
2020-10-06,0.9180
2020-10-07,0.9169
2020-10-08,0.9170
2020-10-09,0.9096
2020-10-10,0.9096
2020-10-12,0.9090
2020-10-13,0.9151
2020-10-14,0.9137
2020-10-15,0.9146
2020-10-16,0.9147
2020-10-17,0.9147
2020-10-19,0.9105
2020-10-20,0.9068
2020-10-21,0.9055
2020-10-22,0.9073
2020-10-23,0.9046
2020-10-24,0.9041
2020-10-26,0.9082
2020-10-27,0.9094
2020-10-28,0.9103
2020-10-29,0.9161
2020-10-30,0.9179
2020-10-31,0.9180
2020-11-02,0.9187
2020-11-03,0.9124
2020-11-04,0.9121
2020-11-05,0.9047
2020-11-06,0.9002
2020-11-07,0.9002
2020-11-09,0.9142
2020-11-10,0.9147
2020-11-11,0.9169
2020-11-12,0.9148
2020-11-13,0.9125
2020-11-14,0.9129
2020-11-16,0.9126
2020-11-17,0.9114
2020-11-18,0.9114
2020-11-19,0.9110
2020-11-20,0.9109
2020-11-21,0.9109
2020-11-23,0.9127
2020-11-24,0.9111
2020-11-25,0.9084
2020-11-26,0.9068
2020-11-27,0.9046
2020-11-28,0.9050
2020-11-30,0.9080
2020-12-01,0.8997
2020-12-02,0.8947
2020-12-03,0.8909
2020-12-04,0.8911
2020-12-05,0.8911
2020-12-07,0.8908
2020-12-08,0.8891
2020-12-09,0.8896
2020-12-10,0.8861
2020-12-11,0.8896
2020-12-12,0.8896
2020-12-14,0.8870
2020-12-15,0.8857
2020-12-16,0.8852
2020-12-17,0.8842
2020-12-18,0.8830
2020-12-19,0.8833
2020-12-21,0.8863
2020-12-22,0.8895
2020-12-23,0.8885
2020-12-24,0.8911
2020-12-25,0.8896
2020-12-26,0.8988
2020-12-28,0.8894
2020-12-29,0.8841
2020-12-30,0.8815
2020-12-31,0.8987
2021-01-01,0.8904
2021-01-02,0.8901
2021-01-04,0.8816
2021-01-05,0.8785
2021-01-06,0.8788
2021-01-07,0.8851
2021-01-08,0.8853
2021-01-09,0.8855
2021-01-11,0.8906
2021-01-12,0.8867
2021-01-13,0.8878
2021-01-14,0.8882
2021-01-15,0.8914
2021-01-16,0.8914
2021-01-18,0.8908
2021-01-19,0.8887
2021-01-20,0.8894
2021-01-21,0.8855
2021-01-22,0.8848
2021-01-23,0.8852
2021-01-25,0.8879
2021-01-26,0.8869
2021-01-27,0.8888
2021-01-28,0.8888
2021-01-29,0.8912
2021-01-30,0.8906
2021-02-01,0.8970
2021-02-02,0.8975
2021-02-03,0.8991
2021-02-04,0.9042
2021-02-05,0.8990
2021-02-06,0.8991
2021-02-08,0.8988
2021-02-09,0.8925
2021-02-10,0.8903
2021-02-11,0.8903
2021-02-12,0.8914
2021-02-13,0.8914
2021-02-15,0.8903
2021-02-16,0.8927
2021-02-17,0.8985
2021-02-18,0.8961
2021-02-19,0.8968
2021-02-20,0.8968
2021-02-22,0.8960
2021-02-23,0.9051
2021-02-24,0.9068
2021-02-25,0.9051
2021-02-26,0.9083
2021-02-27,0.9083
2021-03-01,0.9143
2021-03-02,0.9148
2021-03-03,0.9197
2021-03-04,0.9291
2021-03-05,0.9310
2021-03-06,0.9310
2021-03-08,0.9365
2021-03-09,0.9277
2021-03-10,0.9296
2021-03-11,0.9250
2021-03-12,0.9300
2021-03-13,0.9300
2021-03-15,0.9278
2021-03-16,0.9248
2021-03-17,0.9226
2021-03-18,0.9274
2021-03-19,0.9297
2021-03-20,0.9298
2021-03-22,0.9232
2021-03-23,0.9339
2021-03-24,0.9360
2021-03-25,0.9397
2021-03-26,0.9392
2021-03-27,0.9393
2021-03-29,0.9389
2021-03-30,0.9420
2021-03-31,0.9440
2021-04-01,0.9418
2021-04-02,0.9427
2021-04-03,0.9427
2021-04-05,0.9365
2021-04-06,0.9310
2021-04-07,0.9296
2021-04-08,0.9242
2021-04-09,0.9244
2021-04-10,0.9244
2021-04-12,0.9226
2021-04-13,0.9207
2021-04-14,0.9228
2021-04-15,0.9222
2021-04-16,0.9202
2021-04-17,0.9202
2021-04-19,0.9151
2021-04-20,0.9159
2021-04-21,0.9168
2021-04-22,0.9171
2021-04-23,0.9140
2021-04-24,0.9144
2021-04-26,0.9145
2021-04-27,0.9140
2021-04-28,0.9092
2021-04-29,0.9090
2021-04-30,0.9128
2021-05-01,0.9128
2021-05-03,0.9116
2021-05-04,0.9134
2021-05-05,0.9134
2021-05-06,0.9079
2021-05-07,0.9014
2021-05-08,0.9014
2021-05-10,0.9007
2021-05-11,0.9037
2021-05-12,0.9090
2021-05-13,0.9057
2021-05-14,0.9017
2021-05-15,0.9017
2021-05-17,0.9034
2021-05-18,0.8975
2021-05-19,0.9039
2021-05-20,0.8975
2021-05-21,0.8979
2021-05-22,0.8980
2021-05-24,0.8968
2021-05-25,0.8953
2021-05-26,0.8976
2021-05-27,0.8972
2021-05-28,0.8999
2021-05-29,0.8999
2021-05-31,0.8985
2021-06-01,0.8973
2021-06-02,0.8982
2021-06-03,0.9036
2021-06-04,0.8990
2021-06-05,0.8991
2021-06-07,0.8974
2021-06-08,0.8969
2021-06-09,0.8958
2021-06-10,0.8949
2021-06-11,0.8983
2021-06-12,0.8983
2021-06-14,0.8995
2021-06-15,0.8983
2021-06-16,0.9085
2021-06-17,0.9175
2021-06-18,0.9231
2021-06-19,0.9231
2021-06-21,0.9181
2021-06-22,0.9183
2021-06-23,0.9181
2021-06-24,0.9180
2021-06-25,0.9168
2021-06-26,0.9170
2021-06-28,0.9197
2021-06-29,0.9212
2021-06-30,0.9253
2021-07-01,0.9258
2021-07-02,0.9211
2021-07-03,0.9211
2021-07-05,0.9219
2021-07-06,0.9248
2021-07-07,0.9232
